Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description,Crime_Category
4800    FOUNTAIN                     AV,,34.0955,-118.2937,01/31/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1940.0,11.0,Northeast,1163.0,1.0,0344 1236 1822,0.0,X,X,401.0,MINI-MART,,,IC,Invest Cont,Property Crimes
3700    CRENSHAW                     BL,,34.0194,-118.3351,07/28/2020 12:00:00 AM,07/28/2020 12:00:00 AM,1020.0,3.0,Southwest,373.0,2.0,1309 1501,19.0,X,X,403.0,DRUG STORE,,,AO,Adult Other,Crimes against Public Order
13200    REEDLEY                      ST,,34.2278,-118.4201,04/06/2020 12:00:00 AM,04/05/2020 12:00:00 AM,2000.0,19.0,Mission,1988.0,1.0,,0.0,,,104.0,DRIVEWAY,,,IC,Invest Cont,Property Crimes
4900    DENSMORE                     AV,,34.159,-118.4771,10/29/2020 12:00:00 AM,10/29/2020 12:00:00 AM,1750.0,10.0,West Valley,1079.0,2.0,0913 0416 0601 1300 1310 0417 0329 0319 0421 0361,17.0,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
7000 W  SUNSET                       BL,,34.098,-118.3416,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,1648.0,6.0,Hollywood,645.0,1.0,0325 0601 0104 1822,0.0,X,X,405.0,CLOTHING STORE,,,IC,Invest Cont,Property Crimes
00    20TH                         PL,,33.9847,-118.4712,08/06/2020 12:00:00 AM,08/05/2020 12:00:00 AM,100.0,14.0,Pacific,1431.0,1.0,0344 0314,31.0,M,W,519.0,SHORT-TERM VACATION RENTAL,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Property Crimes
2300 W  OLYMPIC                      BL,,34.0523,-118.2826,09/01/2020 12:00:00 AM,09/01/2020 12:00:00 AM,1230.0,2.0,Rampart,271.0,2.0,2004 0400 0416 0421 0104 2028 0319 0446 0216 0913,45.0,M,H,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Crimes against Public Order
67TH                         ST,BROADWAY,33.979,-118.2783,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,30.0,13.0,Newton,1391.0,1.0,0329 0344,27.0,M,H,101.0,STREET,,,IC,Invest Cont,Property Crimes
200 E  LANZIT                       AV,,33.9299,-118.2722,06/17/2022 12:00:00 AM,05/17/2020 12:00:00 AM,1.0,18.0,Southeast,1862.0,2.0,0100 1822,38.0,M,B,504.0,OTHER RESIDENCE,,,IC,Invest Cont,Fraud and White-Collar Crimes
1900 N  BEACHWOOD                    DR,,34.1052,-118.3213,11/21/2020 12:00:00 AM,11/17/2020 12:00:00 AM,600.0,6.0,Hollywood,628.0,1.0,2000 0400 0500 0527 1814 1817,31.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
300 S  LORENA                       ST,,34.0388,-118.1987,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,2130.0,4.0,Hollenbeck,468.0,2.0,0913 0443 0421 0361,26.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,Crimes against Public Order
800 N  VERMONT                      AV,,34.0859,-118.2917,12/25/2020 12:00:00 AM,12/25/2020 12:00:00 AM,1845.0,2.0,Rampart,203.0,2.0,1822 0216 0329,0.0,X,X,210.0,RESTAURANT/FAST FOOD,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Property Crimes
1200    INNES                        AV,,34.0717,-118.2493,11/21/2020 12:00:00 AM,11/21/2020 12:00:00 AM,1802.0,1.0,Central,101.0,1.0,1100 0906 1402 1309 0430 0319 0334 0302 1822 0371,25.0,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,Violent Crimes
9000    TOBIAS                       AV,,34.2336,-118.4517,08/12/2020 12:00:00 AM,08/11/2020 12:00:00 AM,1900.0,19.0,Mission,1974.0,1.0,,0.0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
5200    MARMION                      WY,,34.1074,-118.2003,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,200.0,11.0,Northeast,1149.0,1.0,,50.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
600 E  80TH                         ST,,33.9665,-118.2652,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,2000.0,12.0,77th Street,1269.0,2.0,0913 1202 0356,67.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
9700    SALOMA                       AV,,34.2462,-118.4578,05/06/2020 12:00:00 AM,05/06/2020 12:00:00 AM,530.0,19.0,Mission,1962.0,1.0,1822 0344,32.0,M,H,101.0,STREET,,,IC,Invest Cont,Property Crimes
8800    CEDROS                       AV,,34.2265,-118.4565,08/25/2020 12:00:00 AM,08/24/2020 12:00:00 AM,1650.0,19.0,Mission,1984.0,2.0,0329,47.0,M,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,Other Crimes
5100    BRYNHURST                    AV,,33.994,-118.3333,08/29/2020 12:00:00 AM,08/28/2020 12:00:00 AM,2300.0,12.0,77th Street,1211.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
RIVIERA,MARKET,33.9899,-118.4699,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,825.0,14.0,Pacific,1431.0,2.0,0522,25.0,F,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
2200    PARKSIDE                     AV,,34.0705,-118.2001,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,930.0,4.0,Hollenbeck,424.0,2.0,0400 0416 0561 0913,38.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,Violent Crimes
1200 S  GRAND                        AV,,34.0397,-118.2637,09/16/2020 12:00:00 AM,09/15/2020 12:00:00 AM,2200.0,1.0,Central,182.0,1.0,0344 1300 1605 1822 0352,32.0,M,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,Property Crimes
8600    RESEDA                       BL,,34.2264,-118.5361,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,230.0,17.0,Devonshire,1794.0,1.0,0344 1607 0202 1300,0.0,X,X,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Property Crimes
800 E  7TH                          ST,,34.0416,-118.244,04/13/2020 12:00:00 AM,04/13/2020 12:00:00 AM,1143.0,1.0,Central,157.0,2.0,0329 0917,21.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
7000    HOLLYWOOD                    BL,,34.1016,-118.3417,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,2200.0,6.0,Hollywood,645.0,2.0,1402 1501,0.0,X,X,503.0,HOTEL,,,IC,Invest Cont,Crimes against Public Order
1200    GABRIEL GARCIA               ST,,34.0499,-118.226,12/09/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1350.0,4.0,Hollenbeck,451.0,1.0,1402 0344 0314,63.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Property Crimes
6400    HOLLYWOOD                    BL,,34.1034,-118.3325,02/26/2020 12:00:00 AM,02/23/2020 12:00:00 AM,310.0,6.0,Hollywood,636.0,1.0,0346 1822 0930,24.0,M,W,101.0,STREET,,,IC,Invest Cont,Property Crimes
14200    GILMORE                      ST,,34.1877,-118.4421,02/28/2020 12:00:00 AM,02/27/2020 12:00:00 AM,2205.0,9.0,Van Nuys,926.0,2.0,0416 0446 0602,19.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
MATTESON,WADE,33.9997,-118.4366,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,1800.0,14.0,Pacific,1445.0,1.0,0344 1300,32.0,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
MAIN                         ST,ELMYRA                       ST,34.0644,-118.232,03/15/2020 12:00:00 AM,03/14/2020 12:00:00 AM,1700.0,1.0,Central,118.0,2.0,0906 1212,0.0,M,H,101.0,STREET,,,AO,Adult Other,Other Crimes
5800    6TH                          AV,,33.9872,-118.3235,08/25/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1700.0,12.0,77th Street,1232.0,1.0,0334 1822 1202 0202,65.0,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
CARSON,HARVARD,33.8315,-118.3065,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,1900.0,5.0,Harbor,506.0,2.0,1802 0913 0319 0416 1309,41.0,M,H,301.0,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
500 S  MARIPOSA                     AV,,34.0642,-118.2992,11/03/2020 12:00:00 AM,10/24/2020 12:00:00 AM,1830.0,20.0,Olympic,2027.0,2.0,1822 0329,29.0,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
1700 E  CESAR E CHAVEZ               AV,,34.0512,-118.2176,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,410.0,4.0,Hollenbeck,453.0,2.0,2004,0.0,X,X,701.0,HOSPITAL,,,IC,Invest Cont,Crimes against Public Order
1300 E  IMPERIAL                     HY,,33.9323,-118.2502,04/15/2020 12:00:00 AM,04/14/2020 12:00:00 AM,1500.0,18.0,Southeast,1846.0,2.0,1822 0329,40.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
100 N  OCCIDENTAL                   BL,,34.0721,-118.2818,10/26/2020 12:00:00 AM,10/24/2020 12:00:00 AM,1600.0,2.0,Rampart,231.0,2.0,1259 0416 0446 2024 1817 0913,17.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
7600    RUDNICK                      AV,,34.2086,-118.6121,10/28/2022 12:00:00 AM,08/12/2020 12:00:00 AM,1.0,21.0,Topanga,2114.0,2.0,,21.0,F,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,Crimes against Public Order
12300    CULVER                       BL,,33.9916,-118.4162,11/11/2020 12:00:00 AM,11/11/2020 12:00:00 AM,1000.0,14.0,Pacific,1457.0,2.0,1501,0.0,X,X,726.0,POLICE FACILITY,,,IC,Invest Cont,Other Crimes
7000 W  SUNSET                       BL,,34.098,-118.3416,01/18/2020 12:00:00 AM,01/17/2020 12:00:00 AM,2200.0,6.0,Hollywood,645.0,1.0,1300 1307 1601 1609 0329 0344,34.0,M,W,101.0,STREET,,,IC,Invest Cont,Property Crimes
20800 W  VENTURA                      BL,,34.1664,-118.5863,06/17/2020 12:00:00 AM,05/11/2020 12:00:00 AM,1625.0,21.0,Topanga,2189.0,1.0,1420 2028 0325,25.0,F,O,404.0,DEPARTMENT STORE,,,AO,Adult Other,Property Crimes
90TH,MAIN,33.9547,-118.2739,07/19/2020 12:00:00 AM,07/18/2020 12:00:00 AM,2015.0,18.0,Southeast,1802.0,1.0,1822 1300 1310 1240 0450,0.0,M,X,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,Violent Crimes
MAPLE                        AV,PICO,34.0336,-118.2581,01/12/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1335.0,13.0,Newton,1313.0,1.0,1822 0344,28.0,F,O,101.0,STREET,,,IC,Invest Cont,Property Crimes
NORMANDIE                    AV,SLAUSON                      AV,33.9892,-118.3002,02/23/2020 12:00:00 AM,02/23/2020 12:00:00 AM,1930.0,12.0,77th Street,1215.0,1.0,0916 1100 1822 0450 0853,28.0,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,Violent Crimes
6000 S  SAN PEDRO                    ST,,33.9858,-118.2739,08/30/2020 12:00:00 AM,08/28/2020 12:00:00 AM,330.0,13.0,Newton,1383.0,2.0,0329,46.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
7500    LAUREL CANYON                BL,,34.2003,-118.4002,09/14/2020 12:00:00 AM,09/14/2020 12:00:00 AM,240.0,15.0,N Hollywood,1503.0,2.0,0329,42.0,M,A,220.0,NAIL SALON,,,IC,Invest Cont,Property Crimes
1800    VETERAN                      AV,,34.0484,-118.4396,04/12/2021 12:00:00 AM,08/12/2020 12:00:00 AM,1350.0,8.0,West LA,835.0,2.0,0100 0928,38.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Fraud and White-Collar Crimes
20400    CANTARA                      ST,,34.2191,-118.5771,05/27/2023 12:00:00 AM,07/14/2020 12:00:00 AM,1655.0,21.0,Topanga,2118.0,2.0,1822 0922 0929 0930,52.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
900 E  33RD                         ST,,34.0147,-118.2608,03/05/2020 12:00:00 AM,03/03/2020 12:00:00 AM,1230.0,13.0,Newton,1333.0,1.0,0344,28.0,M,H,102.0,SIDEWALK,,,IC,Invest Cont,Property Crimes
21600    DEVONSHIRE                   ST,,34.2572,-118.6009,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,2150.0,17.0,Devonshire,1751.0,2.0,2000 0913 1814 0401 0416 1408,18.0,M,H,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
WILSHIRE                     BL,FIGUEROA                     ST,34.0501,-118.2592,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,430.0,1.0,Central,151.0,2.0,1266 0416 0913 2004 0305,26.0,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
1800    BOCA                         AV,,34.0689,-118.1878,08/22/2020 12:00:00 AM,08/22/2020 12:00:00 AM,200.0,4.0,Hollenbeck,437.0,1.0,,0.0,,,104.0,DRIVEWAY,,,IC,Invest Cont,Property Crimes
2800    6TH                          AV,,34.0297,-118.3236,03/09/2020 12:00:00 AM,03/08/2020 12:00:00 AM,2200.0,3.0,Southwest,335.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
VINE                         ST,MELROSE                      AV,34.0798,-118.3285,06/30/2020 12:00:00 AM,06/27/2020 12:00:00 AM,2015.0,7.0,Wilshire,719.0,1.0,0344,84.0,M,W,402.0,MARKET,,,IC,Invest Cont,Property Crimes
2000    MARENGO                      ST,,34.0609,-118.2052,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,1745.0,4.0,Hollenbeck,443.0,1.0,1300 0344,0.0,X,X,101.0,STREET,,,IC,Invest Cont,Property Crimes
13400    MOORPARK                     ST,,34.1503,-118.4249,11/02/2020 12:00:00 AM,11/01/2020 12:00:00 AM,1200.0,9.0,Van Nuys,989.0,2.0,0329 0332,60.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
16100    ALCIMA                       AV,,34.0506,-118.5336,09/13/2020 12:00:00 AM,09/13/2020 12:00:00 AM,233.0,8.0,West LA,811.0,1.0,1609 1822,53.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
900 W  23RD                         ST,,34.0334,-118.2799,12/06/2020 12:00:00 AM,12/06/2020 12:00:00 AM,2145.0,3.0,Southwest,308.0,1.0,0342 0431 1251 1822,35.0,M,W,102.0,SIDEWALK,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,Violent Crimes
22900    VICTORY                      BL,,34.1865,-118.6256,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,1630.0,21.0,Topanga,2143.0,1.0,1822 0400 2004,56.0,M,W,406.0,OTHER STORE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
3400 S  SEPULVEDA                    BL,,34.0209,-118.4235,08/15/2020 12:00:00 AM,08/09/2020 12:00:00 AM,2350.0,14.0,Pacific,1427.0,1.0,,0.0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
23800    BESSEMER                     ST,,34.181,-118.6442,03/31/2020 12:00:00 AM,03/21/2020 12:00:00 AM,1300.0,21.0,Topanga,2161.0,2.0,0554 1202,61.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Other Crimes
5600    SEPULVEDA                    BL,,34.1721,-118.4662,05/10/2020 12:00:00 AM,05/09/2020 12:00:00 AM,1200.0,9.0,Van Nuys,941.0,2.0,2000 0400,30.0,M,H,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
00    PALOMA                       AV,,33.9935,-118.4788,04/30/2021 12:00:00 AM,07/19/2020 12:00:00 AM,500.0,14.0,Pacific,1412.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
2100    COTNER                       AV,,34.0397,-118.4397,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,2257.0,8.0,West LA,883.0,1.0,2004 0358 1822 0216 1420 0209 0344,0.0,X,X,702.0,OFFICE BUILDING/OFFICE,,,AA,Adult Arrest,Property Crimes
900 S  FIGUEROA                     ST,,34.0457,-118.2665,07/25/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1000.0,1.0,Central,171.0,1.0,2002 0381 0416 0429 0913 1206,28.0,M,A,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
18100    ROSITA                       ST,,34.1564,-118.5281,05/19/2020 12:00:00 AM,05/15/2020 12:00:00 AM,1230.0,10.0,West Valley,1094.0,1.0,1822 0344,50.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
600 S  ALVARADO                     ST,,34.0593,-118.275,10/07/2020 12:00:00 AM,10/07/2020 12:00:00 AM,1400.0,2.0,Rampart,246.0,1.0,1822 0416 0400,46.0,M,A,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
6800    MILWOOD                      AV,,34.1938,-118.5942,04/19/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1340.0,21.0,Topanga,2146.0,2.0,0329,31.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
1600 W  LOMITA                       BL,,33.7978,-118.3048,11/15/2020 12:00:00 AM,11/15/2020 12:00:00 AM,223.0,5.0,Harbor,509.0,2.0,2038 2000,32.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Crimes against Public Order
600 S  LOS ANGELES                  ST,,34.0446,-118.2507,10/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1815.0,1.0,Central,164.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
5700    DUARTE                       ST,,33.9907,-118.2422,01/25/2020 12:00:00 AM,01/25/2020 12:00:00 AM,2330.0,13.0,Newton,1377.0,2.0,2000 0913 0419 0400,29.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
8000 W  SUNSET                       BL,,34.098,-118.3645,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,2230.0,6.0,Hollywood,632.0,2.0,0416 0400,40.0,M,W,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
1700 W  26TH                         ST,,33.7229,-118.3162,08/25/2020 12:00:00 AM,08/25/2020 12:00:00 AM,1511.0,5.0,Harbor,581.0,1.0,1309 0344 0394,54.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
500 S  MORENO                       AV,,34.0472,-118.4876,10/02/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1230.0,8.0,West LA,831.0,1.0,1420 1822 0209 0349 0394 0352 0344,71.0,F,W,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,Property Crimes
20300    VANOWEN                      ST,,34.1938,-118.577,11/07/2020 12:00:00 AM,09/18/2020 12:00:00 AM,1500.0,21.0,Topanga,2148.0,1.0,0344,25.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
VANOWEN                      ST,CALHOUN                      AV,34.1939,-118.4422,11/20/2020 12:00:00 AM,11/18/2020 12:00:00 AM,1730.0,9.0,Van Nuys,926.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
300 S  LA FAYETTE PARK              PL,,34.0643,-118.2824,12/21/2020 12:00:00 AM,12/17/2020 12:00:00 AM,1600.0,2.0,Rampart,241.0,1.0,0344 0377 1606 1300 1822,25.0,F,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,Property Crimes
11600    HUNNEWELL                    AV,,34.2805,-118.3972,12/25/2020 12:00:00 AM,12/24/2020 12:00:00 AM,1445.0,16.0,Foothill,1605.0,1.0,1100 1202 0342 1309 1822,69.0,M,B,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,IC,Invest Cont,Crimes against Public Order
STRATHERN                    ST,LANKERSHIM                   BL,34.2157,-118.3878,01/17/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1933.0,16.0,Foothill,1684.0,1.0,0344 1300,26.0,F,H,101.0,STREET,,,IC,Invest Cont,Property Crimes
CESAR E CHAVEZ,VIGNES,34.0566,-118.2318,07/29/2020 12:00:00 AM,07/29/2020 12:00:00 AM,2010.0,1.0,Central,119.0,1.0,1414 0416 0429 0344 0910 1822,26.0,M,O,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Property Crimes
2800    STONER                       AV,,34.0226,-118.4398,07/27/2020 12:00:00 AM,07/26/2020 12:00:00 AM,2130.0,14.0,Pacific,1401.0,1.0,1300 0344,61.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
2200    VENICE                       BL,,34.0454,-118.3072,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,700.0,20.0,Olympic,2073.0,2.0,1822 2021 1202 0447 0416 0446 0448 0419,63.0,M,A,515.0,APARTMENT/CONDO COMMON LAUNDRY ROOM,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
4100    PORTOLA                      AV,,34.0929,-118.1721,02/07/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1000.0,4.0,Hollenbeck,418.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
10500    FERNGLEN                     AV,,34.2596,-118.2944,09/26/2020 12:00:00 AM,09/25/2020 12:00:00 AM,1830.0,16.0,Foothill,1638.0,2.0,0329,64.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
ETIWANDA                     AV,VANOWEN                      ST,34.1939,-118.5317,08/31/2020 12:00:00 AM,08/31/2020 12:00:00 AM,2230.0,10.0,West Valley,1035.0,1.0,1822 0344 0334 0352 0355 0337 0209 0906 1300 0371,27.0,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,Property Crimes
SATICOY                      ST,TAMPA                        AV,34.2084,-118.5535,05/27/2020 12:00:00 AM,05/27/2020 12:00:00 AM,1040.0,10.0,West Valley,1011.0,1.0,1822 0334 2004,66.0,M,W,108.0,PARKING LOT,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,Crimes against Public Order
11200 S  BROADWAY,,33.9325,-118.2784,12/07/2020 12:00:00 AM,12/04/2020 12:00:00 AM,2100.0,18.0,Southeast,1842.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
1300    OCEAN FRONT                  WK,,33.988,-118.4746,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,1450.0,14.0,Pacific,1431.0,1.0,0417 0913 1820 2002 1206 0446 0429 0406,47.0,M,H,117.0,BEACH,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
2300 S  FAIRFAX                      AV,,34.0371,-118.3687,10/09/2020 12:00:00 AM,10/09/2020 12:00:00 AM,1000.0,7.0,Wilshire,782.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
9300    ALDEA                        AV,,34.2395,-118.5098,11/17/2020 12:00:00 AM,11/15/2020 12:00:00 AM,1430.0,17.0,Devonshire,1775.0,2.0,0930,50.0,F,W,412.0,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",,,IC,Invest Cont,Fraud and White-Collar Crimes
8600 S  MAIN                         ST,,33.9596,-118.2739,12/22/2020 12:00:00 AM,12/22/2020 12:00:00 AM,1830.0,18.0,Southeast,1802.0,2.0,1251 1258 1822 0400 0416 2002,9.0,F,H,222.0,LAUNDROMAT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Crimes against Persons
2500 S  CENTINELA                    AV,,34.0257,-118.451,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,130.0,14.0,Pacific,1401.0,1.0,0397 0344,34.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,Property Crimes
67TH                         ST,VERMONT                      AV,33.9785,-118.2918,06/11/2020 12:00:00 AM,06/11/2020 12:00:00 AM,2350.0,12.0,77th Street,1245.0,1.0,2000 1823 0913 1310 0329 1307 0421 0334,30.0,F,B,101.0,STREET,304.0,CLUB/BAT,AO,Adult Other,Crimes against Public Order
LOS FELIZ,RIVERSIDE,34.117,-118.2717,04/20/2020 12:00:00 AM,04/17/2020 12:00:00 AM,1000.0,11.0,Northeast,1122.0,1.0,1307 0344,70.0,F,O,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,Property Crimes
2100 S  BENTLEY                      AV,,34.0421,-118.4382,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,2050.0,8.0,West LA,835.0,1.0,1822 1309 0913 0562 2029 0344 1202 2003,63.0,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,Property Crimes
